EHASTRA_EH_NUMMER,Heftjahr,Heftnummer,Period,Bezug_MBR,Verkauf_MBR,Remission_MBR,Bezug,Verkauf,Remission,Klasse,SBC,XYZ,Laenge,Zensierungsquote,Zensierungsgrad,Zensiert,Entgangener Verkauf,Steigung,Magazine,N1_Demand,N2_Demand,N3_Demand,EM_Demand,PD_Demand,Nahmias_Demand,Conrad_Demand,Bayesian_Demand,Bayesian_Q,Baseline_Demand
EHA0021360,2023,37,2023-037,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,37,2023-037,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
EHB0023505,2023,37,2023-037,7.0,6.0,1.0,7.0,6.0,1.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,6.0
EHC0004006,2023,37,2023-037,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHC0005070,2023,37,2023-037,6.0,5.0,1.0,6.0,5.0,1.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
EHE0003391,2023,37,2023-037,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
EHH0010681,2023,37,2023-037,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,0.0,0.0085,A,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0
EHA0017186,2023,38,2023-038,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2023,38,2023-038,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,38,2023-038,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,1.0,0.0085,A,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0
EHB0023505,2023,38,2023-038,7.0,1.0,6.0,7.0,1.0,6.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0
EHC0004006,2023,38,2023-038,5.0,0.0,5.0,5.0,0.0,5.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
EHC0005070,2023,38,2023-038,5.0,4.0,1.0,2.0,2.0,0.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,1,2.0,0.0085,A,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0
EHE0003391,2023,38,2023-038,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2023,38,2023-038,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHA0017186,2023,39,2023-039,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2023,39,2023-039,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,39,2023-039,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
EHB0023505,2023,39,2023-039,10.0,6.0,4.0,10.0,6.0,4.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,6.0
EHC0004006,2023,39,2023-039,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,0.0,0.0085,A,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0
EHC0005070,2023,39,2023-039,6.0,4.0,2.0,3.0,3.0,0.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,1,1.0,0.0085,A,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0
EHE0003391,2023,39,2023-039,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2023,39,2023-039,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
EHA0017186,2023,40,2023-040,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2023,40,2023-040,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,40,2023-040,6.0,1.0,5.0,6.0,1.0,5.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHB0023505,2023,40,2023-040,7.0,6.0,1.0,7.0,6.0,1.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,6.0
EHC0004006,2023,40,2023-040,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
EHC0005070,2023,40,2023-040,6.0,4.0,2.0,2.0,2.0,0.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,1,2.0,0.0085,A,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0
EHE0003391,2023,40,2023-040,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2023,40,2023-040,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
EHA0017186,2023,41,2023-041,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2023,41,2023-041,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,41,2023-041,6.0,1.0,5.0,6.0,1.0,5.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHB0023505,2023,41,2023-041,7.0,2.0,5.0,1.0,1.0,0.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,1,1.0,0.0085,A,5.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,10.0,1.0
EHC0004006,2023,41,2023-041,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,0.0,0.0085,A,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0
EHC0005070,2023,41,2023-041,7.0,2.0,5.0,2.0,2.0,0.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,1,0.0,0.0085,A,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0
EHE0003391,2023,41,2023-041,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
EHH0010681,2023,41,2023-041,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHA0017186,2023,42,2023-042,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2023,42,2023-042,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,42,2023-042,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHB0023505,2023,42,2023-042,8.0,5.0,3.0,3.0,3.0,0.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,1,2.0,0.0085,A,5.0,6.0,6.0,3.0,3.0,3.0,4.0,7.0,10.0,3.0
EHC0004006,2023,42,2023-042,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,1.0,0.0085,A,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0
EHC0005070,2023,42,2023-042,6.0,5.0,1.0,6.0,5.0,1.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
EHE0003391,2023,42,2023-042,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
EHH0010681,2023,42,2023-042,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHA0017186,2023,43,2023-043,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2023,43,2023-043,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,43,2023-043,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
EHB0023505,2023,43,2023-043,7.0,7.0,0.0,8.0,7.0,1.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,7.0
EHC0004006,2023,43,2023-043,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
EHC0005070,2023,43,2023-043,5.0,5.0,0.0,6.0,5.0,1.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
EHE0003391,2023,43,2023-043,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
EHH0010681,2023,43,2023-043,4.0,4.0,0.0,5.0,4.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,A,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
EHA0017186,2023,44,2023-044,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2023,44,2023-044,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,44,2023-044,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHB0023505,2023,44,2023-044,7.0,1.0,6.0,7.0,1.0,6.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0
EHC0004006,2023,44,2023-044,3.0,2.0,1.0,3.0,2.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
EHC0005070,2023,44,2023-044,4.0,4.0,0.0,5.0,4.0,1.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
EHE0003391,2023,44,2023-044,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2023,44,2023-044,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,0.0,0.0085,A,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0
EHA0017186,2023,45,2023-045,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2023,45,2023-045,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,45,2023-045,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
EHB0023505,2023,45,2023-045,6.0,4.0,2.0,6.0,4.0,2.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,4.0
EHC0004006,2023,45,2023-045,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHC0005070,2023,45,2023-045,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
EHE0003391,2023,45,2023-045,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2023,45,2023-045,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHA0017186,2023,46,2023-046,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2023,46,2023-046,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,46,2023-046,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
EHB0023505,2023,46,2023-046,9.0,9.0,0.0,10.0,9.0,1.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0
EHC0004006,2023,46,2023-046,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHC0005070,2023,46,2023-046,5.0,1.0,4.0,5.0,1.0,4.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
EHE0003391,2023,46,2023-046,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,X,132,0.35,0.4,1,1.0,0.0085,A,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0
EHH0010681,2023,46,2023-046,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,0.0,0.0085,A,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0
EHA0017186,2023,47,2023-047,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2023,47,2023-047,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,47,2023-047,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
EHB0023505,2023,47,2023-047,7.0,6.0,1.0,7.0,6.0,1.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,6.0
EHC0004006,2023,47,2023-047,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
EHC0005070,2023,47,2023-047,7.0,6.0,1.0,5.0,5.0,0.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,1,1.0,0.0085,A,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0
EHE0003391,2023,47,2023-047,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
EHH0010681,2023,47,2023-047,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
EHA0017186,2023,48,2023-048,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2023,48,2023-048,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,48,2023-048,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHB0023505,2023,48,2023-048,9.0,8.0,1.0,9.0,8.0,1.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0
EHC0004006,2023,48,2023-048,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
EHC0005070,2023,48,2023-048,6.0,5.0,1.0,6.0,5.0,1.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
EHE0003391,2023,48,2023-048,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
EHH0010681,2023,48,2023-048,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
EHA0017186,2023,49,2023-049,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2023,49,2023-049,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,49,2023-049,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
EHB0023505,2023,49,2023-049,9.0,6.0,3.0,9.0,6.0,3.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,6.0
EHC0004006,2023,49,2023-049,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
EHC0005070,2023,49,2023-049,5.0,3.0,2.0,2.0,2.0,0.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,1,1.0,0.0085,A,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0
EHE0003391,2023,49,2023-049,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
EHH0010681,2023,49,2023-049,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHA0017186,2023,50,2023-050,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2023,50,2023-050,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,50,2023-050,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHB0023505,2023,50,2023-050,9.0,7.0,2.0,7.0,7.0,0.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,1,0.0,0.0085,A,5.0,6.0,7.0,7.0,7.0,7.0,7.0,9.0,10.0,7.0
EHC0004006,2023,50,2023-050,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHC0005070,2023,50,2023-050,7.0,6.0,1.0,7.0,6.0,1.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0
EHE0003391,2023,50,2023-050,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2023,50,2023-050,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,1.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0
EHA0017186,2023,51,2023-051,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2023,51,2023-051,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,51,2023-051,4.0,2.0,2.0,1.0,1.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,1.0,0.0085,A,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0
EHB0023505,2023,51,2023-051,10.0,5.0,5.0,10.0,5.0,5.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,5.0
EHC0004006,2023,51,2023-051,5.0,4.0,1.0,4.0,4.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,0.0,0.0085,A,2.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0
EHC0005070,2023,51,2023-051,8.0,3.0,5.0,8.0,3.0,5.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
EHE0003391,2023,51,2023-051,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,X,132,0.35,0.4,1,1.0,0.0085,A,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0
EHH0010681,2023,51,2023-051,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
EHA0017186,2023,52,2023-052,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2023,52,2023-052,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2023,52,2023-052,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
EHB0023505,2023,52,2023-052,9.0,2.0,7.0,2.0,2.0,0.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,1,0.0,0.0085,A,5.0,6.0,6.0,2.0,2.0,2.0,2.0,6.0,10.0,2.0
EHC0004006,2023,52,2023-052,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHC0005070,2023,52,2023-052,7.0,2.0,5.0,7.0,2.0,5.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0
EHE0003391,2023,52,2023-052,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,X,132,0.35,0.4,1,1.0,0.0085,A,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0
EHH0010681,2023,52,2023-052,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
EHA0017186,2024,1,2024-001,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
